IZ_MMS	NZ_MMS	OCLC	BIB_LEVEL	DOC	TAG	IND	FIELD
990266079360306576	9910692846306561	52822521	m	 	590	  	$a FY05A, Purchase, BN.COM, $6.95. $5 FTaSU $9 LOCAL
990266079590306576	9910692788706561	55878630	m	 	590	  	$a FY05A/03, Exchange. $5 FTaSU $9 LOCAL
990266080440306576	9910894903106561	39096896	m	a	590	  	$a Library copy lacks parts. $5 FTaSU $9 LOCAL
990266083130306576	9910692788306561	55696786	m	 	590	  	$a FY05B, Exchange. $5 FTaSU $9 LOCAL
990266084390306576	9910692764106561	56365225	m	 	590	  	$a FY05B, Gift. $5 FTaSU $9 LOCAL
990266085610306576	9910692835406561	55479130	m	 	590	  	$a FY05B, Purchase, Shamansky, $49.95. $5 FTaSU $9 LOCAL
990266087970306576	9910692814306561	56627319	m	 	590	  	$a FY05B, Gift of the Tokyo Fuji Art Museum, 2004. $5 FTaSU $9 LOCAL
990266096830306576	9910692757506561	56391750	s	 	590	  	$a FY05B, Gift. $5 FTaSU $9 LOCAL
990266097070306576	9910692821006561	56391921	m	 	590	  	$a FY02/04, Gift of Janis and Richard Londraville. $5 FTaSU $9 LOCAL
990266097800306576	9910692808406561	56406298	m	 	590	  	$a FY05A/62, 3-30-1962. $5 FTaSU $9 LOCAL
990266098090306576	9910692751606561	56431331	s	 	590	  	$a FY05A, Charlie's Creative Comedy, 130.00/set. $5 FTaSU $9 LOCAL
990266098370306576	9910692752206561	56470929	m	 	590	  	$a FY05A/04, Gift. $5 FTaSU $9 LOCAL
990266098820306576	9910692759606561	56476416	m	 	590	  	$a FY05A/03, Gift. $5 FTaSU $9 LOCAL
990266099050306576	9910692761806561	56476442	m	 	590	  	$a FY05A/03, Gift of Leslie Judd Ahlander, 2002. $5 FTaSU $9 LOCAL
990266099610306576	9910692815606561	56495823	m	 	590	  	$a FY03A/02, Exchange. $5 FTaSU $9 LOCAL
990266100390306576	9910692797006561	56498456	m	 	590	  	$a FY05A. $5 FTaSU $9 LOCAL
990266102730306576	9910692805606561	56521503	m	 	590	  	$a FY05A/03, Gift of Paul and Joanne Perrot, 2002. $5 FTaSU $9 LOCAL
990266103260306576	9910692850006561	56522026	m	 	590	  	$a FY05A/03, Exchange. $5 FTaSU $9 LOCAL
990266103990306576	9910692816006561	56530241	m	 	590	  	$a FY05A/99, 5-3-1999. $5 FTaSU $9 LOCAL
990266104640306576	9910692799006561	56545031	m	j	590	  	$a FY05A/02, Purchase. $5 FTaSU $9 LOCAL
990266104880306576	9910692805706561	56558763	s	 	590	  	$a Library has: 1959-1961 (2 copies), 1962. $5 FTaSU $9 LOCAL
990266104880306576	9910692805706561	56558763	s	 	590	  	$a FY05A, Ringling Museum. $5 FTaSU $9 LOCAL
990266106110306576	9910692775406561	56607563	s	 	590	  	$a FY05A/Gift of Paul and Merle Sauve, 2002. $5 FTaSU $9 LOCAL
990266107220306576	9910692809706561	56614969	m	 	590	  	$a FY05B/98, 4-20-1998, Exchange. $5 FTaSU $9 LOCAL
990266110700306576	9910708632906561	4821132	s	 	590	  	$a no.50-61 1954-56 is bound together with title. Bulletin de l'lnstitut Napoleon. $5 FTaSU $9 LOCAL
990266114590306576	9910692765806561	52090630	m	 	590	  	$a FY05B, Purchase, BN.COM, $19.95. $5 FTaSU $9 LOCAL
990266117000306576	9910692835506561	51387832	m	 	590	  	$a FY05B/82, Gift of William H. Wilson In Memory of James H. Newhouse, SG54-55. $5 FTaSU $9 LOCAL
990266126020306576	9910692761306561	56815613	m	 	590	  	$a FY05B. $5 FTaSU $9 LOCAL
990266127990306576	9910692798806561	56931327	m	 	590	  	$a FY05B/03. Gift of Leslie Judd Ahlander, 2002. $5 FTaSU $9 LOCAL
990266128240306576	9910692772106561	56940564	m	 	590	  	$a FY05B, Gift of Miss Bertha H. Wiles. $5 FTaSU $9 LOCAL
990211504450306576	9910816807906561	18230565	m	n	590	  	$a Program notes missing ; composer information taped to the back of the front cover. $5 FTaSU $9 LOCAL
990211507120306576	9910829897506561	21876142	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211509150306576	9910829890606561	5856266	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211542130306576	9910829863306561	5334562	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211544880306576	9910900650906561	223701	m	 	590	  	$a Shelved in Library Research. $5 FTaSU $9 LOCAL
990211545740306576	9910829847306561	5275184	m	f	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211555030306576	9910829853006561	7282766	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211562060306576	9910809858106561	7537818	m	 	590	  	$a Accompanied by guide shelved separately under: Micr DS 559.62 U6 G85. $5 FTaSU $9 LOCAL
990211563020306576	9910829899206561	5197968	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211566720306576	9910829853906561	10378149	m	e	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211575860306576	9910829857706561	5197044	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211587800306576	9910900595806561	224379	m	 	590	  	$a Shelved in Library Research. $5 FTaSU $9 LOCAL
990211615200306576	9910809796806561	20507382	m	 	490	0 	$a Saggi Bibliopolis ; $v 29 $5 FTaSU
990211615200306576	9910809796806561	20507382	m	 	500	  	$a Translated from the Dutch. $5 FTaSU
990211615200306576	9910809796806561	20507382	m	 	500	  	$a Originally presented as the author's thesis (doctoral)--University of Amsterdam, 1987. $5 FTaSU
990211615200306576	9910809796806561	20507382	m	 	500	  	$a Includes index. $5 FTaSU
990211615350306576	9910829852706561	9458833	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211620160306576	9910746856506561	29135466	m	 	590	  	$a In Berkeley Slavic catalog. $5 FTaSU $9 LOCAL
990211621930306576	9910829923706561	25965401	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211626730306576	9910809781506561	21963458	m	 	590	  	$a Author's signed presentation copy inscribed to Strozier Library. $5 FTaSU $9 LOCAL
990211626730306576	9910809781506561	21963458	m	 	590	  	$a Library's copy stamped on cover and verso: Centre d'Etudes napoléoniennes. $5 FTaSU $9 LOCAL
990211627420306576	9910809803106561	22150084	m	 	590	  	$a Library's copy stamped: Centre d'Etudes napoleoniennes, le directeur. $5 FTaSU $9 local
990211627420306576	9910809803106561	22150084	m	 	590	  	$a Author's signed presentation copy inscribed to Strozier Library. $5 FTaSU $9 local
990211627720306576	9910809802406561	22221583	m	 	590	  	$a Stamped on t.p.: Centre d'Etudes napoléoniennes. 12, rue Pasteur, 92300 Levallois. $5 FTaSU $9 LOCAL
990211627720306576	9910809802406561	22221583	m	 	590	  	$a Library's copy signed by author and inscribed to the Florida State University Library...1989. $5 FTaSU $9 LOCAL
990211628050306576	9910809817406561	31981351	m	 	590	  	$a Library's copy stamped on cover and verso of preliminary p.: Centre d'Etudes napoléoniennes. $5 FTaSU $9 LOCAL
990211628050306576	9910809817406561	31981351	m	 	590	  	$a Author's signed copy inscribed to Strozier Library. $5 FTaSU $9 LOCAL
990211628390306576	9910809781606561	22221548	m	 	590	  	$a Stamped on cover: Centre d'Etudes napoléoniennes. $5 FTaSU $9 LOCAL
990211628390306576	9910809781606561	22221548	m	 	590	  	$a Library's copy signed by author and inscribed to Florida State University Library...1989. $5 FTaSU $9 LOCAL
990211628500306576	9910829883206561	4906551	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211629080306576	9910809820106561	22379193	m	 	590	  	$a Library's copy stamped on p. [151]: Centre d'Etudes napoleoniennes. $5 FTaSU $9 LOCAL
990211629080306576	9910809820106561	22379193	m	 	590	  	$a Signed by author with inscription to Florida State University, Strozier Library. $5 FTaSU $9 LOCAL
990211629370306576	9910809838706561	22753276	m	 	590	  	$a Preliminary p. stamped: Centre d'Etudes napoleoniennes. Le Directeur. N. $5 FTaSU $9 LOCAL
990211629370306576	9910809838706561	22753276	m	 	590	  	$a Library's copy autographed by author and inscribed to the Florida State University Library Strozier ... 1989. $5 FTaSU $9 LOCAL
990211630450306576	9910809839006561	22651814	m	 	590	  	$a Stamped on cover, p.1-2: Centre d'Etudes napoléoniennes. N. Le Directeur. $5 FTaSU $9 LOCAL
990211630450306576	9910809839006561	22651814	m	 	590	  	$a Author's autographed presentation copy inscribed to The Florida State University Library ... 1989. $5 FTaSU $9 LOCAL
990211630830306576	9910809851406561	22651859	m	 	590	  	$a Stamped on cover, p. 2: Centre d'Etudes napoleoniennes. N. Le Directeur. $5 FTaSU $9 LOCAL
990211630830306576	9910809851406561	22651859	m	 	590	  	$a Author's signed presentation copy inscribed to Florida State University, Strozier Library ... 1989. $5 FTaSU $9 LOCAL
990211631140306576	9910809817106561	22574788	m	 	590	  	$a Stamped on preliminary p.: Centre d'Etudes napoleoniennes. N. Le Directeur. $5 FTaSU $9 LOCAL
990211631140306576	9910809817106561	22574788	m	 	590	  	$a Author's signed presentation copy inscribed to Florida State University Library, Strozier Library (1989). $5 FTaSU $9 LOCAL
990211631790306576	9910809839106561	21989931	m	 	590	  	$a Stamped on cover: Centre d'Etudes napoléoniennes. $5 FTaSU $9 LOCAL
990211631790306576	9910809839106561	21989931	m	 	590	  	$a Author's signed presentation copy inscribed to Florida State University. $5 FTaSU $9 LOCAL
990211632120306576	9910809842106561	22778790	m	 	590	  	$a Signed by author and inscribed to Florida State University Library ... 1989. $5 FTaSU $9 LOCAL
990211632120306576	9910809842106561	22778790	m	 	590	  	$a Stamped on p. [1]: Centre d'Etudes napoleoniennes. N. Le Directeur. $5 FTaSU $9 LOCAL
990211634880306576	9910829883106561	15251027	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211637570306576	9910829922906561	11124291	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211641640306576	9910829884806561	30512840	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211648960306576	9910829865106561	14355935	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211649300306576	9910829874006561	27771281	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211651300306576	9910829855606561	12951293	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211652570306576	9910829912206561	3736960	m	f	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211654310306576	9910829840306561	7086149	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211656060306576	9910829867806561	4547657	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211656410306576	9910829898406561	9007961	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211692190306576	9910899447906561	49620079	m	n	590	  	$a Remastered version of performance on CD 17062. $5 FTaSU $9 LOCAL
990211693780306576	9910765256806561	9820880	m	j	590	  	$a Author's signed copy with presentation note to Strozier Library. $5 FTaSU $9 LOCAL
990211706540306576	9910829889506561	10457873	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211710810306576	9910829920006561	6086132	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211718150306576	9910829910206561	15199982	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211719580306576	9910829850706561	3447678	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211721560306576	9910899443406561	46697762	s	 	362	0 	$a 1999- $5 FTaSU
990211721560306576	9910899443406561	46697762	s	 	500	  	$a 1999 issue includes text of two books by John E. O'Connor: American history, American film (1979), and American history/American television (1983). $5 FTaSU
990211721560306576	9910899443406561	46697762	s	 	538	  	$a System requirements: Adobe Reader.. $5 FTaSU
990211729640306576	9910829833406561	27146014	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211735940306576	9910829924206561	18358358	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211737190306576	9910829915106561	6891088	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211744400306576	9910899370906561	6053095	s	 	590	  	$a Bound with issues with later title: Social work with groups. $5 FTaSU $9 LOCAL
990211748380306576	9910829880906561	9587920	m	j	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211753820306576	9910816817606561	3768553	m	a	590	  	$a Library has only one score. $5 FTaSU $9 LOCAL
990211753990306576	9910829890706561	7173416	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211754320306576	9910829833006561	10375280	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211757070306576	9910829853406561	4794788	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211758840306576	9910829892106561	10850204	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211760030306576	9910816841506561	4313346	s	 	590	  	$a Vol. for no. 7-10 contains several reprints of articles related to the subject of cloud physics. $5 FTaSU $9 LOCAL
990211765820306576	9910829893006561	10155229	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211768950306576	9910829859406561	8358527	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211794780306576	9910829837306561	10752590	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211800960306576	9910829830906561	31329018	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211801330306576	9910829918306561	571819	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211803380306576	9910829834406561	13269841	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211805520306576	9910829847806561	6602505	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211807680306576	9910829886406561	5147201	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211823990306576	9910682390906561	33860244	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211827060306576	9910800486606561	34115357	m	n	490	1 	$a Czech contemporary composers = Čeští skladatelé současnosti $5 FTaSU
990211827060306576	9910800486606561	34115357	m	n	500	  	$a Title from container. $5 FTaSU
990211827060306576	9910800486606561	34115357	m	n	518	  	$a Recorded May 21-27, 1992, Nov. 23, 1992, and Jan. 13-14, 1993, Panton Studio, Prague. $5 FTaSU
990211827060306576	9910800486606561	34115357	m	n	500	  	$a Compact disc. $5 FTaSU
990211827060306576	9910800486606561	34115357	m	n	500	  	$a Program notes in Czech, English, French, and German (8 p.) in container. $5 FTaSU
990211827060306576	9910800486606561	34115357	m	n	505	0 	$a Duets for violin and cello (Jana Vlachová, violin; Mikael Ericsson, violoncello) (12:00) -- Duo di basso : for cello and double-bass (Duo di basso) (13:14) -- String quartet no. 4 (New Vlach Quartet) (24:18) -- Piano quartet no. 2 (B. Martinů Piano Quartet) (21:31). $5 FTaSU
990211827410306576	9910800477706561	33958481	m	n	490	1 	$a Czech contemporary composers = Čeští skladatelé současnosti $5 FTaSU
990211827410306576	9910800477706561	33958481	m	n	500	  	$a The 1st work for solo soprano and baritone, three speakers, two mixed choruses, seven kettle-drums, bells and two conductors; 2nd work for orchestra; 3rd work for violin, kettle-drums, and bells; 5th work for speaker, percussion, and flute. $5 FTaSU
990211827410306576	9910800477706561	33958481	m	n	500	  	$a Compact disc. $5 FTaSU
990211827410306576	9910800477706561	33958481	m	n	500	  	$a Durations: 10:54 ; 8:35 ; 6:32 ; 16:11 ; 11:05. $5 FTaSU
990211827410306576	9910800477706561	33958481	m	n	500	  	$a Program notes in English, French, German, and Czech ([8] p. : port.) in container. $5 FTaSU
990211835000306576	9910899433706561	1316432	m	 	590	  	$a Erratum sheet inserted. $5 FTaSU $9 LOCAL
990211847020306576	9910682438106561	12944482	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211847380306576	9910682465106561	5352671	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211848370306576	9910682421106561	9370781	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211869830306576	9910717039206561	229221	m	l	590	  	$a Shelved in Library Research. $5 FTaSU $9 LOCAL
990211869830306576	9910717039206561	229221	m	l	590	  	$a An edition of 500 copies. No. 346. $5 FTaSU $9 LOCAL
990211883000306576	9910765243706561	05740744	m	 	490	0 	$a Rand note ; $v N-1206-HEW $5 FTaSU
990211883000306576	9910765243706561	05740744	m	 	500	  	$a September 1979. $5 FTaSU
990211887830306576	9910765288406561	18779100	m	 	590	  	$a Accompanying guide shelved separately under: Micr E841 .G83 1987. $5 FTaSU $9 LOCAL
990211888110306576	9910765263906561	20492373	m	 	590	  	$a Accompanied by a guide shelved separately under: Micr E846 .G8. $5 FTaSU $9 LOCAL
990211890350306576	9910765229906561	8159907	m	 	590	  	$a Accompanies microfilm shelved separately under : Film 9104. $5 FTaSU $9 LOCAL
990211895220306576	9910765235906561	1478741	s	 	500	  	$a Separately classified in LC before Jahrg. 1981/82, Nr. 5. $5 DLC
990211895220306576	9910765235906561	1478741	s	 	590	  	$a Library has 1966, Nr. 3; 1967, Nr. 2; and 1970, Nr. 2 cataloged as pts. 1, 2, and 4, respectively of: Dialektologisches und etymologisches Wörterbuch de ostjakischen sprache (call no.: PH1407.S8). $5 FTaSU $9 LOCAL
990211934100306576	9910899357006561	18354107	m	 	590	  	$a B336 (18 vols.) in Berkeley Slavic catalog (Boxes 84 & 85) $5 FTaSU $9 LOCAL
990211938340306576	9910899403006561	46986387	s	 	590	  	$a 3rd (1957) proceedings bound with later title: Proceedings of the Annual Marquette University Advertising and Marketing Conference. $5 FTaSU $9 LOCAL
990211955870306576	9910899420706561	32993470	m	n	490	0 	$a Studio plus. $5 FTaSU
990211955870306576	9910899420706561	32993470	m	n	500	  	$a Compact disc. $5 FTaSU
990211955870306576	9910899420706561	32993470	m	n	500	  	$a Title from container. $5 FTaSU
990211955870306576	9910899420706561	32993470	m	n	518	  	$a Recorded Aug. 1971, the French Church, St. Moritz, Switzerland. $5 FTaSU
990211955870306576	9910899420706561	32993470	m	n	505	0 	$a Clarinet concerto in A, K. 622 (29:44) -- Oboe concerto in C, K. 314 (19:68) -- Bassoon concerto in B-flat, K. 191 (20:48). $5 FTaSU
990211981810306576	9910682394006561	3354770	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211987450306576	9910860784306561	24256030	m	 	590	  	$a Accompanied by guide of same title (8 p. ; 29 cm.), shelved separately under call no.: Micr DK188 P47. $5 FTaSU $9 LOCAL
990211987840306576	9910860762706561	24256008	m	 	590	  	$a Accompanied by guide of same title (7 p. ; 29 cm), shelved separately under call no. : Micr PG3226 N56. $5 FTaSU $9 LOCAL
990211988890306576	9910682450506561	3858898	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990211991400306576	9910958697806561	10491116	m	 	590	  	$a Inscribed by E. Pilon. $5 FTaSU $9 LOCAL
990211994920306576	9910682450106561	2464402	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212001900306576	9910682424506561	9864751	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212003810306576	9910682441706561	17249851	m	f	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212004890306576	9910682423406561	3588985	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212006590306576	9910800484006561	33351196	m	z	590	  	$a Copy 2 has photocopied first page. $5 FTaSU $9 LOCAL
990212007750306576	9910682404006561	4320365	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212009380306576	9910800528706561	34016912	m	a	490	0 	$a Musiche rinascimentali siciliane ; $v 15 $5 FTaSU
990212009380306576	9910800528706561	34016912	m	a	500	  	$a With unrealized sparsely figured bass. $5 FTaSU
990212009380306576	9910800528706561	34016912	m	a	500	  	$a Edited from: Il terzo libro de madrigali a cinque voci. In Venezia : stampa del Gardano appresso Bartholomeo Magni, 1615. $5 FTaSU
990212009380306576	9910800528706561	34016912	m	a	500	  	$a Prefatory matter in English includes bibliographical references and Italian words printed as text with English translations. $5 FTaSU
990212009380306576	9910800528706561	34016912	m	a	505	0 	$a Dispietata pietate / [text by] T. Tasso -- Dove, ah, dove ten vai / A. Striggio -- Dovrò dunque morire / O. Rinuccini -- Donna, quanto più a dentro / T. Tasso -- Canzone di lontananza. È partito il mio bene : prima parte ; O Dio! quel dolce addio : seconda parte / G.B. Marino -- Ardemmo insieme bella donna ed io / B. Guarini -- Perché non mi mirate / P. Petracci -- O fugace, o superba -- Deh, s'io v'ho dato il core -- Deh, chi mi fa languire -- Dove, dove son io? -- Mercé!, grido piangendo -- Quell'augellin che canta / B. Guarini -- Io mi son giovinetta -- Ombrose e care selve / B. Guarini -- Lasso!, dicea Fileno -- Chi vuol aver felice e lieto il core / B. Guarini -- Indarno Febo il suo bell'oro eterno / G. Chiabrera -- O rimembranza amara / F. Rasi -- Non è di gentil core / F. Degli Atti. $5 FTaSU
990212037210306576	9910958631006561	10501623	m	l	590	  	$a Shelved in Oversize. $5 FTaSU $9 LOCAL
990212042080306576	9910958632706561	10502145	m	 	590	  	$a Bookplate: Ex libris Marcel Dunan. $5 FTaSU $9 LOCAL
990212043800306576	9910958683106561	10502306	m	 	590	  	$a Bookplate: Ex libris Marcel Dunan. $5 FTaSU $9 LOCAL
990212058210306576	9910860786706561	ocn150877174	m	 	590	  	$a Nombre de tirés à part : 199 exemplaires. Library's copy: no. 33. $5 FTaSU $9 LOCAL
990212058980306576	9910860804906561	84052108	m	 	590	  	$a Nombre de Tirés à part: 100 exemplaires. Library's copy: no. 34[?]. $5 FTaSU $9 LOCAL
990212094320306576	9910860786406561	21384767	m	 	590	  	$a Author's autographed copy. $5 FTaSU $9 LOCAL
990212097640306576	9910682472406561	5147195	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990291800280306576	9910596644006561	4996260	m	a	590	  	$a C. 2 has only one score. $5 FTaSU $9 LOCAL
990291813060306576	9910902344906561	84549874	m	n	590	  	$a Autographed. $5 FTaSU $9 LOCAL
990291898380306576	9910936858806561	26188415	m	z	590	  	$a Library's copy: leaves taped together to facilitate binding. $5 FTaSU $9 LOCAL
990291900450306576	9910870257206561	5017946	s	 	590	  	$a S $5 FTaSU $9 LOCAL
990291912220306576	9910870256606561	5021347	s	 	590	  	$a Library has: For holdings see Documents Dept. $5 FTaSU $9 LOCAL
990291930550306576	9910870191506561	5025900	s	 	590	  	$a Guide cataloged as Micr KF1449.Z9 D58. $5 FTaSU $9 LOCAL
990292008880306576	9910953894906561	5042346	m	a	590	  	$a Stamped on t.p.: New York : available from A. Broude. $5 FTaSU $9 LOCAL
990292082300306576	9910953904806561	5062751	s	 	590	  	$a Vol. for 1973 bound with journal under its earlier title. $5 FTaSU $9 LOCAL
990292088920306576	9910680406406561	05418161	s	 	362	0 	$a v. 6, no. 10 (June 1960)-v. 16, no. 31 (Dec. 1970). $5 FTaSU
990292088920306576	9910680406406561	05418161	s	 	500	  	$a Description based on: Vol. 13, no. 24 (1967). $5 FTaSU
990292088920306576	9910680406406561	05418161	s	 	500	  	$a Title from cover. $5 FTaSU
990292088920306576	9910680406406561	05418161	s	 	780	10	$t Journal of the Midland Mental Deficiency Society $x 0167-4013 $w (OCoLC)3781638 $5 FTaSU
990292088920306576	9910680406406561	05418161	s	 	785	00	$t British journal of mental subnormality $w (OCoLC)1319219 $5 FTaSU
990292105310306576	9910953895406561	5067517	s	 	590	  	$a Accompanied by printed reel guide shelved separately under: Micr PN5114 .C68 1983. $5 FTaSU $9 LOCAL
990292174090306576	9910680470006561	7367217	s	 	590	  	$a Includes Vol. 21 (1949) of previous title. $5 FTaSU $9 LOCAL
990292174090306576	9910680470006561	7367217	s	 	590	  	$a Vol. 31, no. 1 (1959) filmed with succeeding title. $5 FTaSU $9 LOCAL
990292184810306576	9910690347406561	8586998	s	 	590	  	$a Vol. 21, no. 1 (1949)-v. 21, no. 6 (1949) filmed with succeeding title. $5 FTaSU $9 LOCAL
990292278430306576	9910690324906561	11136166	s	 	590	  	$a Filmed with : Ami du peuple, ou le Publiciste parisien (Paris, France : 1789) $5 FTaSU $9 LOCAL
990292278600306576	9910690345806561	11136363	s	 	590	  	$a Filmed with : Ami du peuple, ou le Publiciste parisien (Paris, France : 1789) $5 FTaSU $9 LOCAL
990292280790306576	9910690400906561	20431334	m	 	490	1 	$a Catalogue d'un dramaturge, $x 0298-0592 $5 FTaSU
990292280790306576	9910690400906561	20431334	m	 	505	0 	$a A la nuit la nuit -- Pour Finalie. $5 FTaSU
990292460110306576	9910706307406561	5133707	m	c	590	  	$a Label on cover: Belwin Mills, $12.50. $5 FTaSU $9 LOCAL
990292478610306576	9910844601506561	1751472	s	 	590	  	$a Bound with serial under its later title. $5 FTaSU $9 LOCAL
990292479960306576	9910844571806561	3567767	s	 	590	  	$a Includes vol. for 1971 of serial under its earlier title. $5 FTaSU $9 LOCAL
990292479960306576	9910844571806561	3567767	s	 	590	  	$a Includes vols. for 1977-79 of serial under its later title. $5 FTaSU $9 LOCAL
990292480240306576	9910844552006561	3754848	s	 	590	  	$a Includes 1953-55 of serial under its earlier title and 1965-66 of serial under its later title. $5 FTaSU $9 LOCAL
990292482010306576	9910844555806561	7082811	s	 	590	  	$a Vols. for 1977-79 bound with serial under its earlier title. $5 FTaSU $9 LOCAL
990292482470306576	9910844569306561	8278213	s	 	590	  	$a Bound with serial under its later title. $5 FTaSU $9 LOCAL
990292483000306576	9910844596206561	9278121	s	 	590	  	$a Bound with serial under its later title. $5 FTaSU $9 LOCAL
990292484610306576	9910844631406561	15063928	s	 	590	  	$a Includes 1933/48 of serial under its earlier title. $5 FTaSU $9 LOCAL
990292511900306576	9910879945506561	60600789	m	 	590	  	$a Materials purchased from the Family of James E. Bowdoin Book Fund. $5 FTaSU $9 LOCAL
990292522840306576	9910706282106561	5148958	s	 	590	  	$a Includes no. 80 of serial under its later title. $5 FTaSU $9 LOCAL
990292545120306576	9910672651506561	47125670	m	n	590	  	$a Library copy scratched; most tracks playable. $5 FTaSU $9 LOCAL
990292613080306576	9910603327406561	1644996	s	 	540	  	$a Current Copyright Fee: GBP17.50 $c 0. $5 Uk
990292613080306576	9910603327406561	1644996	s	 	590	  	$a No. 118 bound with serial under its later title. $5 FTaSU $9 LOCAL
990292613620306576	9910603336106561	7368734	s	 	590	  	$a Vols. for 1960-61 bound with earlier title. $5 FTaSU $9 LOCAL
990292613830306576	9910603311706561	7526154	s	 	590	  	$a Includes no. 118 of serial under its earlier title. $5 FTaSU $9 LOCAL
990292614700306576	9910603284906561	10836400	s	 	590	  	$a Bound with later title. $5 FTaSU $9 LOCAL
990292690480306576	9910625541806561	5183009	m	n	590	  	$a Label on container: Marketed in the U.S.A. by Euroclass Record Distributors, N.Y.C. $5 FTaSU $9 LOCAL
990292703420306576	9910625491606561	5186186	s	 	590	  	$a Author index, 1826-1828 available in An index to the annuals Ref/Micr/Shaw Z2013 .B65 v.1. $5 FTaSU $9 LOCAL
990292703610306576	9910625490306561	5186247	s	 	590	  	$a Author index, 1828-1829 available in An index to the annuals Ref/Micr/Shaw Z2013 .B65 v.1. $5 FTaSU $9 LOCAL
990292703610306576	9910625490306561	5186247	s	 	590	  	$a m $5 FTaSU $9 LOCAL
990292711900306576	9910603295406561	7153997	m	u	590	  	$a Library's copy lacks t.p. and imprint. $5 FTaSU $9 LOCAL
990292755820306576	9910707436206561	05196961	m	 	490	0 	$a The Gregg science fiction series $5 FTaSU
990292755820306576	9910707436206561	05196961	m	 	500	  	$a Reprint of the 1971 ed. published by Ace Books, New York. $5 FTaSU
